,lib_attacker,Nb_attack
5048,breakice,1
5049,breek,1
5050,brazilians hackers units,1
5051,brazillian hackers,1
5052,brazilobscure,1
5053,break bytes,1
5054,brazilian defacerâ´z,1
5055,braz_yo,1
5056,brazil defacing,1
5057,bratty,1
5058,boodog,1
5059,boner,1
5060,bonny,1
5061,bor|s,1
5062,boraish,1
5063,boostar,1
5064,bomber-man,1
5065,boefe and acid187,1
5066,bofaisal,1
5067,bog,1
5068,boutsen and flogher,1
5069,boxrocka,1
5070,boxurn,1
5071,botan,1
5072,borneo.r00team,1
5073,boyhacker,1
5074,bozkurt97,1
5075,bozkurtserdar,1
5076,bozzerror,1
5077,by_scr3am,1
5078,by_security,1
5079,by_nefret,1
5080,by.ultr@si,1
5081,by_asker,1
5082,by_bela,1
5083,by_cecen,1
5084,by_davaci,1
5085,by hacked,1
5086,by p@3t_b@y and secure,1
5087,by psyco-hacker,1
5088,butayne,1
5089,buttp1ratez,1
5090,buzzbud,1
5091,buff3,1
5092,buffon,1
5093,bugfinderx,1
5094,bulgarian h/c/p/a association,1
5095,buhhaaaa,1
5096,burock iwas-galaxi,1
5097,buloxine,1
5098,bungaputrilanacita,1
5099,bunny,1
5100,bro&amp;bro,1
5101,brooli,1
5102,bros,1
5103,bt,1
5104,bubyfir,1
5105,bs,1
5106,bsd3m0n,1
5107,bse,1
5108,as1,1
5109,arr_panj0el,1
5110,array,1
5111,asdely) attackers islamic force team,1
5112,aseptic,1
5113,aseptime,1
5114,arshi.defacer,1
5115,art of war,1
5116,artlowtec,1
5117,ashiayen digital secutiry team,1
5118,asfgasfa,1
5119,ashiyane digital  security team,1
5120,asilturkler ha,1
5121,ashkan_wanted,1
5122,asi.kral,1
5123,assdebuger,1
5124,asysmptote,1
5125,asuc,1
5126,asus r00t,1
5127,athryx,1
5128,ath0,1
5129,athabi hacker,1
5130,ata1919,1
5131,atam,1
5132,atari,1
5133,atax,1
5134,atay,1
5135,atermonas,1
5136,atmosfear,1
5137,atomic hack,1
5138,atomix,1
5139,atomkral,1
5140,atrax,1
5141,atronic,1
5142,attitydsknackaren,1
5143,attic &amp; rsnake,1
5144,attic andd0sed,1
5145,b3g4d4ng,1
5146,b0x dot id,1
5147,b0xr0ot3r,1
5148,b4bypunkghost,1
5149,b4m,1
5150,b00m,1
5151,b00t3r,1
5152,b0f,1
5153,b.l.z. bub,1
5154,b0m3r,1
5155,b0mbpr0ducti0ns,1
5156,b0ogle | kimex,1
5157,b0rizq,1
5158,b0snatek,1
5159,aztolik,1
5160,b.b,1
5161,b.b.e,1
5162,azef arar,1
5163,azerbaijan att,1
5164,azrael666 &amp; riz1å eã?ttzr,1
5165,aung lat,1
5166,auto-destruicao do estado,1
5167,autorun qq412967536,1
5168,av3loxis,1
5169,avant-garde,1
5170,awat,1
5171,awras,1
5172,ax0rm,1
5173,axnsrv,1
5174,ayana3rr0r,1
5175,bash,1
5176,basiss,1
5177,baran_hack,1
5178,badut cyber,1
5179,bballs,1
5180,bazoka-hacker,1
5181,bazooka-99,1
5182,bb duo,1
5183,bbtim,1
5184,bcc,1
5185,bcdv,1
5186,bda,1
5187,badger,1
5188,bad-hakers,1
5189,badkiddies,1
5190,bai stamp,1
5191,balik,1
5192,ballfakih team,1
5193,balyox,1
5194,bandung lautan,1
5195,badsectpr,1
5196,babaconda,1
5197,back connect,1
5198,back2rootz,1
5199,backlash,1
5200,bad master,1
5201,badass,1
5202,badasss,1
5203,badasss and bball,1
5204,baddad,1
5205,bact3ry,1
5206,bad boy,1
5207,bibi-info,1
5208,big bird,1
5209,big_hacker,1
5210,big_m4nu,1
5211,big_r1d3r,1
5212,bhfh,1
5213,billy bob,1
5214,billybob,1
5215,bilgi asd,1
5216,bigboss,1
5217,bet0_sund4nym0uz,1
5218,bev147,1
5219,beyazturk,1
5220,benyamin___dielew,1
5221,berk4n,1
5222,berkeley,1
5223,beast,1
5224,beads,1
5225,becher,1
5226,bedbin,1
5227,beer,1
5228,beercan,1
5229,beezwax,1
5230,behiri project,1
5231,c 0 d i g 05,1
5232,byte_atack,1
5233,bysiverekli,1
5234,bypckopatkral,1
5235,byh,1
5236,bymobmantr &amp; byrestat,1
5237,by_wiwaro,1
5238,byattack,1
5239,bycosmic,1
5240,c0d31t1k,1
5241,c0d3-bl4ck-n1nj4,1
5242,c0d3r,1
5243,c0d3r_dz,1
5244,c03,1
5245,c0br4s t34m,1
5246,c r i m e l o r d z,1
5247,c.f.h,1
5248,byx-rn,1
5249,c@m!s3ð¯_h3x,1
5250,c@p@noglu,1
5251,c0mrade,1
5252,c0mrade_c9,1
5253,c0ncentrate,1
5254,c0ver and fox-fire,1
5255,c0vert,1
5256,c0wb0y j0hn,1
5257,c0dr3z,1
5258,c0ld3ra,1
5259,c0ld-m!nd,1
5260,caylakcief,1
5261,cdlni,1
5262,cbone,1
5263,ccc,1
5264,cð½arlî¹e,1
5265,cart3l,1
5266,carte blanche,1
5267,casper,1
5268,caufly kr3w,1
5269,cavalera and bug_r00tz,1
5270,captain caveman,1
5271,cardding (xpl01nt3r and kernel_ os carders mais lindos do brasil,1
5272,carphone warhouse,1
5273,camoufl4g3e&amp;hero_aze,1
5274,canary team,1
5275,capoo_tunisian,1
5276,caprica,1
5277,c3zar,1
5278,c4valu3,1
5279,c-511,1
5280,c1c4tr1z,1
5281,c1nexe,1
5282,c3as3r,1
5283,c3ch1ck t1mmy,1
5284,c3rbero,1
5285,cambaz-dabbe,1
5286,calco,1
5287,calvim,1
5288,cair3x,1
5289,cairex digital security team,1
5290,ca3sar,1
5291,cabelo of hell,1
5292,cabelo of the hell,1
5293,cabhater,1
5294,cafcversace,1
5295,ce&amp;tol@s,1
5296,cebrail,1
5297,cech,1
5298,cehennem,1
5299,cekeronline,1
5300,cengizhan,1
5301,centronix,1
5302,cfg crew,1
5303,ceri,1
5304,cesethack team,1
5305,cezateam,1
5306,ch4d,1
5307,ch4mb3r,1
5308,ch4x0rz1nez,1
5309,chacky,1
5310,chaer.newbie,1
5311,c-froo,1
5312,ch1ckie,1
5313,ch1pbr34k3r,1
5314,che_loko,1
5315,checkout,1
5316,chemicals,1
5317,chenator,1
5318,chernomorets,1
5319,charafantah,1
5320,chaouki keffoi,1
5321,chapaev,1
5322,chainable,1
5323,chaka crew,1
5324,chakilz cyber,1
5325,chang kong,1
5326,chao,1
5327,chillhate,1
5328,china boy,1
5329,china eagle,1
5330,china net force,1
5331,china tianyu,1
5332,chkbm,1
5333,chlizaceh,1
5334,chmod,1
5335,chinese,1
5336,ciprianno,1
5337,circassian,1
5338,cisper,1
5339,citadel,1
5340,ciph3r,1
5341,class-error,1
5342,clide,1
5343,classman,1
5344,choka,1
5345,choka with xploitz,1
5346,chirkef,1
5347,cholito,1
5348,chota_boss aka prashant,1
5349,cia,1
5350,chr0nicle,1
5351,cobwebx and ov3rsys,1
5352,cobr4,1
5353,code kings 99,1
5354,cm,1
5355,cmc,1
5356,cntax,1
5357,coast,1
5358,cobaia,1
5359,code104,1
5360,code the arts,1
5361,codex h4xor,1
5362,"colla"" pako &amp; willynux",1
5363,coldz,1
5364,colin d,1
5365,cyber warrior,1
5366,cyber boys,1
5367,cyber boyz,1
5368,cyber crime,1
5369,cyber crime crew,1
5370,cyber elite te,1
5371,cyb3rtr0n,1
5372,cyb3rw0lf,1
5373,cyber attac crew,1
5374,cyb3rcrew,1
5375,cyb3rdev1l,1
5376,cu`lik,1
5377,cubs hackers,1
5378,crux,1
5379,crx,1
5380,cult of shadow,1
5381,cuzz,1
5382,cyb3r fuck3rz,1
5383,cwdestroyer,1
5384,cwkomando,1
5385,cryptr.org,1
5386,ctr,1
5387,ctt,1
5388,crypt_b0xxx,1
5389,cryptic,1
5390,cryptic securi,1
5391,crociato and tanzania,1
5392,c-rogik,1
5393,crokies,1
5394,cron0s sucks,1
5395,cronx,1
5396,c-root,1
5397,cyber-intikam,1
5398,cyberhacteam,1
5399,cyberpimp,1
5400,cyberfighter,1
5401,cybergh0st,1
5402,cyber-east.org,1
5403,cyberasker,1
5404,cyper phantom,1
5405,cyber-turk,1
5406,cyph3r,1
5407,cz-buzz-vindog,1
5408,d,1
5409,d o d,1
5410,d.a.m hackers,1
5411,d.a.m.m,1
5412,cyrus the virus,1
5413,cystic &amp; hakerjak,1
5414,cybersoldiers,1
5415,cyberpunx,1
5416,cyberriot,1
5417,cybersecuritysoldier,1
5418,cybrer frogs,1
5419,cyc,1
5420,cyber-storm.or,1
5421,cybertaziex,1
5422,cyber-terrorist,1
5423,cr1me f4c3,1
5424,cr1n3 0rg4n1z4d0,1
5425,cr4ck1n705h,1
5426,cr4sh,1
5427,cr4sh 0w3r,1
5428,crack brasil,1
5429,crackbrasil and dcha0s group,1
5430,cr4zy_m4,1
5431,crabus crew,1
5432,crawling,1
5433,crazy command,1
5434,cracker-en1,1
5435,cracker-mr.x,1
5436,crackpyrate,1
5437,crash,1
5438,crashbandicot6,1
5439,crim3 b0ys,1
5440,crg,1
5441,crazyhorse,1
5442,creeping,1
5443,crazy minds,1
5444,crazy hacker1,1
5445,crimelordz,1
5446,crimina bd,1
5447,crime lords,1
5448,crime lordz group,1
5449,crime organizado,1
5450,crime pefect,1
5451,crime perefct,1
5452,crime perfectz,1
5453,crime team,1
5454,crimeboys,1
5455,controlbreak,1
5456,contagius,1
5457,conexaohxd,1
5458,cook?ooker,1
5459,cookbooker,1
5460,cookbooker and feltonspray,1
5461,cope,1
5462,coolkiller,1
5463,computer-worms,1
5464,comunik,1
5465,complex and f0bic,1
5466,compudroid,1
5467,commando almasabi,1
5468,comdak,1
5469,comiser-ex,1
5470,comlogik,1
5471,colombianh,1
5472,com/ind,1
5473,cr1m3_0rg4n1z4d0,1
5474,cr1m3 f4c3   by cyber_quest,1
5475,cr1m1n4lz0n3,1
5476,cr1m3 0g4n1z4do,1
5477,cr1m3 0rgan1z4d0,1
5478,cr1m1n4l z0n3x,1
5479,cpanel404,1
5480,cpm,1
5481,cowhead 2000,1
5482,corbis,1
5483,cowscalper,1
5484,cozafer,1
5485,cosh,1
5486,cotd,1
5487,counter culture,1
5488,demz,1
5489,demonic&amp;sound,1
5490,dengesizler,1
5491,denial,1
5492,denial of service,1
5493,dementor,1
5494,delta &amp; skynet,1
5495,delta force,1
5496,defaceds,1
5497,defacer1,1
5498,defaced,1
5499,defaced.br,1
5500,defcon,1
5501,defe,1
5502,deflectoz,1
5503,dej4vu,1
5504,deliler,1
5505,devil team,1
5506,devil_hack,1
5507,devil_jordan,1
5508,devil0z,1
5509,derin-darbe.us,1
5510,dervis,1
5511,dev_null and da blaze,1
5512,dev0id,1
5513,deversify,1
5514,devil-code,1
5515,devon,1
5516,devilsoul team,1
5517,devilz,1
5518,dash-akol,1
5519,darkxside,1
5520,darkz codez,1
5521,dashty_boy,1
5522,dasilva,1
5523,dd3c0d1f1c4d0r3s,1
5524,ddb,1
5525,ddddd,1
5526,david letterman,1
5527,dawgyg,1
5528,dawk,1
5529,dayibey,1
5530,dataflow,1
5531,datagram,1
5532,datta_control,1
5533,deatkiller,1
5534,deatkiller cr3w,1
5535,debian,1
5536,dec0d3r,1
5537,deep phreez,1
5538,defaccing18,1
5539,death masters,1
5540,death team,1
5541,death-team int,1
5542,deadsoul,1
5543,deadmaker,1
5544,ddos.attack,1
5545,de3d m3n @u11,1
5546,de4,1
5547,de4d-l|n3,1
5548,"d3str0"" fouk0"" lunat1c",1
5549,d3v1dpr0,1
5550,d3vilfac3,1
5551,d3vnu77,1
5552,d3xtroop,1
5553,d4rk v3non,1
5554,d4nc0wk404,1
5555,d4nger,1
5556,d4rk,1
5557,d4rk dn4,1
5558,da guru,1
5559,da poyo squad,1
5560,da_rake_krew,1
5561,dã©face neikoz,1
5562,dã¼,1
5563,daanzer,1
5564,d@mned,1
5565,d@nger,1
5566,d@rk $ector,1
5567,d.h.t??æ?¶å,1
5568,d@rko0o0o,1
5569,d0_0n,1
5570,d1g1t4l_cr1m3,1
5571,d0sed &amp; oae,1
5572,d0ze,1
5573,d3m0n,1
5574,d3cod1f1c4d0r3s,1
5575,d3k,1
5576,dap,1
5577,darbe,1
5578,darbeturk.com,1
5579,darioxhcx,1
5580,dark shadoq,1
5581,dark shadow,1
5582,dark side hackers,1
5583,dark ying,1
5584,dang3r,1
5585,dang3r from mhzone,1
5586,dangol,1
5587,dani tarniul,1
5588,danitarniul,1
5589,danny-boy,1
5590,d4rkdriv3r,1
5591,d4rk-l0k0-c3s4,1
5592,d4rkpeace,1
5593,d4rk-sky,1
5594,dac,1
5595,dacure,1
5596,dada,1
5597,daddy,1
5598,daemon cr3w,1
5599,damar al 7rob,1
5600,damnag3,1
5601,damned angels,1
5602,dan max,1
5603,dan peterson,1
5604,daketrom,1
5605,dafunks &amp; akaran,1
5606,dark dz,1
5607,dark.rd,1
5608,darkdream,1
5609,darketrom,1
5610,darkevent,1
5611,darkcode ( r edefacement,1
5612,darkmanx,1
5613,darkmask,1
5614,darkmoon,1
5615,darkknight,1
5616,darkl00k,1
5617,darklords,1
5618,darkhell,1
5619,darkr0ot,1
5620,darkscream007,1
5621,dr.mark,1
5622,dr.matrex_xp10,1
5623,dr.mora,1
5624,dr.ksa511,1
5625,dr.lorans,1
5626,dr.m1st3ra,1
5627,dr.hjd,1
5628,dr.criminal syria,1
5629,dr.error,1
5630,dr.3v1l,1
5631,dr.7o,1
5632,dr.viurs,1
5633,dr.www,1
5634,dr-@hotmail.com,1
5635,dr.zb7 hacker,1
5636,dr: dmar,1
5637,dr@[g]on,1
5638,dr.perl,1
5639,dr.night,1
5640,dr.sã m!m_008,1
5641,dr.saw hacker,1
5642,dr.sp[y,1
5643,dr.tahawel,1
5644,dr.tayeb,1
5645,dreamworksgroup,1
5646,drexepris,1
5647,dr-hex - volcano,1
5648,dro,1
5649,dreamscape2k,1
5650,dreamscapecrew,1
5651,drback hacker,1
5652,drcr4sh,1
5653,dreamcase.ru,1
5654,dragoncroniezx,1
5655,dragonw,1
5656,dr_delete e f|r3c0p,1
5657,dr_hacker_ksa,1
5658,dr|cr4sh,1
5659,dutp0k,1
5660,dumped,1
5661,duncan silver of l.o.u,1
5662,duskorc,1
5663,dusuki,1
5664,drunnnk_123,1
5665,dumanist,1
5666,dshoori,1
5667,dsk,1
5668,dsrsysar,1
5669,dss,1
5670,dss deface duo,1
5671,dsystem,1
5672,dt,1
5673,dorbajar,1
5674,dogubex,1
5675,dogz and catz,1
5676,don 3bdullah,1
5677,donhaxor,1
5678,dorito,1
5679,doctordan,1
5680,doseroid,1
5681,dotmy,1
5682,dotsh,1
5683,dot-slash crew,1
5684,doze,1
5685,dr. xen,1
5686,dr. nick daripp3r,1
5687,dr error,1
5688,dr jordanian,1
5689,dr watson,1
5690,double-x,1
5691,dj_taleh,1
5692,dj kensu,1
5693,dj king,1
5694,diyarbakir hol,1
5695,division 7,1
5696,dmar libya,1
5697,dmar_skood,1
5698,dktork,1
5699,dm3,1
5700,dm3 hacker,1
5701,dobe,1
5702,dobe and epic,1
5703,doctor dan,1
5704,doddy,1
5705,dodgy$p1d3r,1
5706,dodi,1
5707,dodo885,1
5708,dmr,1
5709,d-m-rfrom arabian fighterz,1
5710,dno,1
5711,djmusa,1
5712,djstylz,1
5713,disease,1
5714,dislexik,1
5715,dissmac,1
5716,dist0rted,1
5717,directoryx,1
5718,dis,1
5719,dimplesx,1
5720,dionzz,1
5721,digital voodoo,1
5722,digitalenemy &amp; ryker,1
5723,dilan kalary,1
5724,digita wrapperz,1
5725,digital boys u,1
5726,die_verwandlung,1
5727,digital minds,1
5728,digital kill3rz,1
5729,dff,1
5730,dfs,1
5731,dfy,1
5732,dgh0st,1
5733,dgtffd,1
5734,dexter07,1
5735,dewa_kasih,1
5736,dexer,1
5737,dhio,1
5738,dhn hack crew,1
5739,dh3homsin,1
5740,dhalsou,1
5741,di_quip &amp; dec0der,1
5742,diablo,1
5743,diabloevil,1
5744,diar_swat,1
5745,diarzz,1
5746,dict4tor,1
5747,mctalebe,1
5748,medanhack,1
5749,mds,1
5750,me expulsaron de su radio sin razon ;c,1
5751,maysa alzein,1
5752,maxell &amp; on-off,1
5753,maximizers,1
5754,maxmouse,1
5755,maxtk,1
5756,mc sanchez,1
5757,mc.miqrop,1
5758,m-c0d3r,1
5759,medya42-cevdetor,1
5760,megafatih,1
5761,meef and mecca,1
5762,meestervervalser &amp; xoloth1,1
5763,meet,1
5764,medo hack atta,1
5765,medo haxorz,1
5766,medo-611,1
5767,mekanyer6,1
5768,mehdiz,1
5769,menara group security,1
5770,memory_leak,1
5771,memp4554,1
5772,menona team,1
5773,mentalistlerr,1
5774,mentorsec,1
5775,merc,1
5776,mavi_karanlä±k,1
5777,mauritania inj,1
5778,max,1
5779,matrixxx,1
5780,mastervip,1
5781,masti,1
5782,mathelord,1
5783,mathews,1
5784,master &amp; huri,1
5785,master &amp; pro,1
5786,master spy,1
5787,masterhasck.com,1
5788,master-minds,1
5789,marlboro_lamer,1
5790,mars,1
5791,marathon,1
5792,martin,1
5793,maske,1
5794,marcoj,1
5795,mardito,1
5796,margu,1
5797,mao-tun,1
5798,manicdvln,1
5799,mamali messeng,1
5800,mamamia,1
5801,mandatory,1
5802,malo,1
5803,malcolm,1
5804,magnumj,1
5805,mago - akuma - b@boo,1
5806,maha_dewa,1
5807,makassarhack,1
5808,magic.dz,1
5809,magic-dz girl freind :d,1
5810,magician-dz,1
5811,magikh0e,1
5812,magna,1
5813,magelangcyber,1
5814,mafiaboy,1
5815,mafiaboyz,1
5816,mafia hacking tean,1
5817,mad-cow &amp;&amp; remote-worm,1
5818,madhatt,1
5819,mafia dz,1
5820,mafia,1
5821,mã¼cahid,1
5822,ma3,1
5823,ma3str0-dzhttp://www.holidayinisrael.com/css/index.asp,1
5824,macedonian crew,1
5825,machocyb3rcrim,1
5826,machocyb3rcrime,1
5827,macro,1
5828,macrohard,1
5829,mac-y,1
5830,m4verick,1
5831,m4x1m4,1
5832,m4xpower,1
5833,m4z0n,1
5834,m4ss,1
5835,m4ri0,1
5836,m0nster,1
5837,m00c0w of trippinsmurfs,1
5838,m0us3r,1
5839,m0y,1
5840,m0r45t,1
5841,m0riii &amp; king,1
5842,m.prince (virangar under gr0und team,1
5843,m@ndrake black team,1
5844,m@rcos,1
5845,m@tr1xc0d3 &amp; ehka-team,1
5846,m@trixs,1
5847,m_29a,1
5848,lucifer_hell,1
5849,m.d.c,1
5850,m.hacking,1
5851,m3rc3n4r10,1
5852,m101,1
5853,m1cr0,1
5854,m1cr0ba and c4tur,1
5855,m1crochip,1
5856,m1ndburn3d,1
5857,m1x3d,1
5858,m4fia.br,1
5859,m4cr0,1
5860,m3th0d,1
5861,m47r1,1
5862,m3str3_splynt3r,1
5863,m3sh0 hex0r,1
5864,kortex,1
5865,koson8,1
5866,kosong8,1
5867,kosova spyware team - kst,1
5868,korprinasional.or.id,1
5869,koezkoez &amp; mulatoz,1
5870,kockaf52,1
5871,kolvherhacker,1
5872,komando,1
5873,konim-fm,1
5874,kosovali16,1
5875,kraon,1
5876,kp-cyber,1
5877,krab,1
5878,k-rad krew,1
5879,k-rad-bob,1
5880,krakr0k industries,1
5881,kremlin,1
5882,kraziklown,1
5883,kroooz,1
5884,krshna666,1
5885,krugerah,1
5886,kuro,1
5887,kurosaki,1
5888,kur-sad,1
5889,kx-t33,1
5890,ku2era,1
5891,kubaka,1
5892,kurdish hackers clan,1
5893,kurdish securi,1
5894,kristo,1
5895,ksa hack txw@hotmail.com,1
5896,ksa hacker,1
5897,ksa hak txw@hotmail.com,1
5898,ktecwcl,1
5899,ksc,1
5900,l2oot,1
5901,l33t_enigma,1
5902,l33tch1x0r,1
5903,l3g0l1m,1
5904,l4m3 k1dd13,1
5905,l4m4 hax0r,1
5906,l1n9,1
5907,l1nd1nh4,1
5908,l3vy,1
5909,l.dan and over_g,1
5910,l.i.f.f.e,1
5911,l sã«niã?rã®ã¢ mã©my,1
5912,l0rd5,1
5913,l0rd d31m0s,1
5914,l0rd_3v1l,1
5915,l0cc0,1
5916,lamer ayyildiz,1
5917,lagos,1
5918,lam3rx,1
5919,lame sqaud,1
5920,lamendoluz,1
5921,la faucheuse,1
5922,la_i3n4,1
5923,laputos,1
5924,lamerz,1
5925,lammers,1
5926,lanunhitam cre,1
5927,lazy hackers,1
5928,lbz,1
5929,lazer.ownz,1
5930,latexcrew,1
5931,limiy.br,1
5932,linuxfox,1
5933,lion,1
5934,linuxy,1
5935,lion&amp;type,1
5936,lion.alidraniei,1
5937,lion-noir,1
5938,lob0s,1
5939,lobsta mcnayasty,1
5940,local neighborhood xaker,1
5941,localgrouop hacker,1
5942,liz0zim,1
5943,lkomenta,1
5944,lipitoare,1
5945,lipitoare crew,1
5946,littlebro30,1
5947,litleboys,1
5948,lito,1
5949,light-army,1
5950,level9-team,1
5951,levellee,1
5952,lheavenl,1
5953,l-h-g,1
5954,link,1
5955,linux,1
5956,linux force,1
5957,linux^sex,1
5958,linux_all,1
5959,linux_gal,1
5960,leaf,1
5961,leandrosqui,1
5962,ldm,1
5963,leme &amp; phrozen_byte,1
5964,leme-klonix,1
5965,leon &amp; newbie,1
5966,leonhart,1
5967,lesbian girlz,1
5968,lord idryis,1
5969,lord lunatic,1
5970,loopback,1
5971,loord_nakon,1
5972,lolwa,1
5973,loly,1
5974,longshao,1
5975,llt,1
5976,localhost,1
5977,losers,1
5978,lost,1
5979,lost_child,1
5980,lostlegacy,1
5981,lotide,1
5982,lotus,1
5983,lord obi biber,1
5984,lord viper,1
5985,lord-malekz,1
5986,lordragon,1
5987,lordsabotatore,1
5988,lq@r,1
5989,lsd crew,1
5990,lt;/1h3b_tn&gt,1
5991,lukyluke,1
5992,lulusansd,1
5993,lowrider boy,1
5994,lourd dn,1
5995,lv_ghost,1
5996,lvl,1
5997,luo,1
5998,lupi[n,1
5999,luso anon,1
6000,lulzhat,1
6001,lulzsecal,1
6002,luminous,1
6003,kiiran,1
6004,kiki,1
6005,khtcrew,1
6006,kibrisli,1
6007,kid r0x,1
6008,kidblount,1
6009,kidd,1
6010,kilkuyruk,1
6011,kill,1
6012,kill3r boy s!lho,1
6013,kill3rz,1
6014,killah,1
6015,killarmy,1
6016,killarz,1
6017,killed by vishk,1
6018,kgb,1
6019,kezn,1
6020,kevin-clâ,1
6021,khantastic,1
6022,kheshtaksecuri,1
6023,kernel hacktivists,1
6024,ken &amp; nakon,1
6025,kenanyolcu,1
6026,kelepche,1
6027,kemalistyle,1
6028,kevin,1
6029,kernep_panic,1
6030,kero-black,1
6031,kerozene,1
6032,kdp,1
6033,ke3bler el3vez,1
6034,keebl3r elv3z,1
6035,keeper,1
6036,kelantan society,1
6037,keldai,1
6038,keldai yang,1
6039,king-t,1
6040,kirekhar,1
6041,kirollo21,1
6042,kira exe,1
6043,kkk,1
6044,kkkk,1
6045,kl0wn crew,1
6046,kloneboyz,1
6047,klanx,1
6048,klashpro,1
6049,klept0,1
6050,kne,1
6051,knoppix,1
6052,kill-the-goats,1
6053,killusa union,1
6054,kimcil,1
6055,kimera hacker,1
6056,kimex and,1
6057,kindergarten crew,1
6058,king,1
6059,killer clown,1
6060,killer_sk8,1
6061,kil girshan,1
6062,killer-ex,1
6063,king0r,1
6064,king of control,1
6065,king420 &amp; net-mafia,1
6066,king511,1
6067,kingdefacer,1
6068,kinghacker,1
6069,jvm,1
6070,jxx,1
6071,k!lw4,1
6072,k_s_k,1
6073,k|own,1
6074,k0nnekted,1
6075,k0rean|f34r &amp; gage,1
6076,k0w,1
6077,k4mpr3t,1
6078,k4z44m,1
6079,k5 crew,1
6080,k7eelan55,1
6081,ka0s,1
6082,ka0s insanehackers,1
6083,ka0tic,1
6084,k3r4ck3r,1
6085,k2,1
6086,k3ceb0ng,1
6087,k3t,1
6088,k3vin_zare,1
6089,k41s3r,1
6090,k4m1.g4ngs73r,1
6091,just 4 fun,1
6092,juiz lalau,1
6093,julie,1
6094,jovens_hackers,1
6095,jp,1
6096,juan666,1
6097,jpx,1
6098,jst4e,1
6099,johnny,1
6100,jojehacker,1
6101,joker&#039,1
6102,joker_1,1
6103,jolly roger,1
6104,jook,1
6105,jordan hackers,1
6106,jordanain joker,1
6107,jorditurkhacker,1
6108,jori turk hack,1
6109,kashmir hackers club,1
6110,kasiki,1
6111,kasirga098,1
6112,kaslavo_konstantnov,1
6113,kasper,1
6114,karatistbg,1
6115,karem farok,1
6116,kastrioti,1
6117,katem,1
6118,kdg,1
6119,kazu_myj,1
6120,kaw00t,1
6121,kaynarcali,1
6122,ka4p3,1
6123,kã¼ã?ã¼k_patron,1
6124,kalccent,1
6125,kais al king,1
6126,kajmeran,1
6127,kala,1
6128,karael | furkhan,1
6129,karakorsan,1
6130,karamzaza,1
6131,kaneda_kahuna,1
6132,kamubohong,1
6133,kamy4r,1
6134,kamikze,1
6135,janus,1
6136,japanesefucker,1
6137,jappan,1
6138,jas0n.bourne,1
6139,jamb0,1
6140,jancox,1
6141,jaguars,1
6142,jak,1
6143,jali,1
6144,jelek,1
6145,je_hacker,1
6146,jawirfamily,1
6147,jason,1
6148,jasw,1
6149,jhim  cracker,1
6150,jevs,1
6151,jewcrew,1
6152,jimbooo,1
6153,jimjones,1
6154,jimmy,1
6155,jincorn,1
6156,jing[comics,1
6157,jhm02,1
6158,ji mo ri luo,1
6159,jo8928,1
6160,johhnie_walker,1
6161,john lennon,1
6162,jixsaw,1
6163,jinjin,1
6164,iskeltan,1
6165,ischat,1
6166,iskorpitx-tr,1
6167,islam hacker t,1
6168,islamdes,1
6169,isotk - in searth of the knowlege - intrud3rm4n,1
6170,isotk &amp; cyb3r attack,1
6171,israelian hackers,1
6172,iranhack---lammer,1
6173,iranian cyber army,1
6174,iranian_dark_c,1
6175,iraq cyber arm,1
6176,iraqi h4ck,1
6177,iron guards,1
6178,irony,1
6179,irony and adoni,1
6180,j6j,1
6181,j0t4net,1
6182,jack e mate,1
6183,j2h45,1
6184,jaco,1
6185,jackemate,1
6186,ivil,1
6187,ix3,1
6188,ithinkyteam,1
6189,j0lt,1
6190,j0rd4n14n r0x,1
6191,izleyici,1
6192,izmirlee,1
6193,izsiz akinci,1
6194,illusionist2512,1
6195,illuminati,1
6196,illusion,1
6197,illegal operation team,1
6198,ilyass007,1
6199,iman_oss,1
6200,imhatimi.org,1
6201,imhot3b,1
6202,imm0rtal,1
6203,i-h4k4,1
6204,ifclub,1
6205,ief,1
6206,illegal,1
6207,ihg project,1
6208,ik0 &amp; maxx,1
6209,ikis and papi,1
6210,immortals,1
6211,impish[]blood,1
6212,importanttr,1
6213,inc c0rp,1
6214,indi lamers,1
6215,indi-coder,1
6216,indig00,1
6217,indogank,1
6218,infazci,1
6219,infected,1
6220,infectious,1
6221,indra aperal,1
6222,innocent-boys,1
6223,ins0lenth,1
6224,ins3cto,1
6225,ins4n0,1
6226,insane,1
6227,insanity_invaders,1
6228,insano,1
6229,insecure,1
6230,inj3ct0r,1
6231,infinityl33ts,1
6232,injector,1
6233,injection mast,1
6234,interzoid,1
6235,insomniac and itrun,1
6236,insomniac and king420,1
6237,inst|nct,1
6238,institoris,1
6239,insy,1
6240,invisbl3,1
6241,int-km,1
6242,iranhack secur,1
6243,ir0nx,1
6244,iran security,1
6245,ipk4.00,1
6246,ipmazter,1
6247,i-provn,1
6248,ipx,1
6249,ir. elenice,1
6250,excalibur,1
6251,expert,1
6252,exploiters,1
6253,exploitteam,1
6254,exterminant,1
6255,ex-v0luti0nz,1
6256,eye_d,1
6257,extreme chaos,1
6258,evilway,1
6259,exo-2060,1
6260,ew1ng,1
6261,evil code,1
6262,evil crew,1
6263,failsoft,1
6264,f4rdin,1
6265,f666,1
6266,fa,1
6267,fa3al188,1
6268,f1r3f0x,1
6269,f43r!c10,1
